,0,1,2,3,4
1287,freedom-mortgage,Freedom Mortgage, ,"$124,056,791",1
1288,freeman-health-system,Freeman Health System, ,"$9,351,139",1
1289,freeport-lng-development,Freeport LNG Development, ,"$582,700",1
1290,freeport-mcmoran,Freeport-McMoRan,FCX),"$23,828,589",69
1291,freightcar-america-inc,FreightCar America Inc.,RAIL),"$32,895,275",2
1292,fresenius,Fresenius,NYSE: FMS),"$1,116,007,384",5
1293,fresh-del-monte-produce,Fresh Del Monte Produce,FDP),"$2,577,766",8
1294,fresh-direct,Fresh Direct, ,"$1,536,233",2
1295,freshpet-inc,Freshpet Inc.,FRPT),"$45,312",2
1296,freudenberg,Freudenberg, ,"$254,140",3
1297,froneri,Froneri, ,"$444,616",1
1298,frontier-communications,Frontier Communications,FYBR),"$199,922,372",9
1299,frys-electronics,Fry's Electronics, ,"$2,357,500",1
1300,fuelcell-energy,FuelCell Energy,FCEL),"$16,116",2
1301,fujifilm,Fujifilm, ,"$853,283",9
1302,fujikura,Fujikura, ,"$20,010,000",1
1303,fujitsu,Fujitsu, ,"$14,159,715",1
1304,fulton-financial,Fulton Financial,FULT),"$1,540,880",3
1305,furukawa-electric,Furukawa Electric, ,"$200,042,908",1
1306,futurefuel-corp,FutureFuel Corp.,FF),"$30,000",1
1307,fuyao-glass,Fuyao Glass, ,"$819,641",13
1308,g-iii-apparel-group,G-III Apparel Group,GIII),"$1,175,493",2
1309,gain-capital-holdings,GAIN Capital Holdings,GCAP),"$500,000",2
1310,gamco-investors-inc,Gamco Investors Inc.,GBL),"$16,450,000",2
1311,gamestop,GameStop,GME),"$4,218,764",3
1312,gaming-and-leisure-properties-inc,Gaming and Leisure Properties Inc.,GLPI),"$116,090",1
1313,gamut-capital,Gamut Capital, ,"$1,195,876",33
1314,gannett,Gannett,GCI),"$1,576,906",26
1315,gap-inc,Gap Inc.,GPS),"$5,963,263",5
1316,gardner-gibson,Gardner-Gibson, ,"$996,508",4
1317,gasco-energy,Gasco Energy, ,"$460,000",4
1318,gatx,GATX,GMT),"$299,404",15
1319,gaz-metro,Gaz Metro, ,"$57,434",1
1320,gci-liberty,GCI Liberty,GLIBA),"$4,576,075",3
1321,geason-enterprises,Geason Enterprises, ,"$560,000",2
1322,geely,Geely, ,"$17,726,668",14
1323,geisinger-health,Geisinger Health, ,"$1,495,400",1
1324,gem-manufacturing-llc,Gem Manufacturing LLC, ,"$1,834,797",2
1325,generac-holdings,Generac Holdings,GNRC),"$200,731",4
1326,general-atomics,General Atomics, ,"$1,940,457",2
1327,general-dynamics,General Dynamics,NYSE: GD),"$264,207,602",5
1328,general-electric,General Electric,NYSE: GE),"$2,062,770,128",6
1329,general-environmental-management-inc,General Environmental Management Inc., ,"$7,000",1
1330,general-mills,General Mills,GIS),"$886,075",1
1331,general-motors,General Motors,GM),"$1,345,292,698",61
1332,genesco,Genesco,GCO),"$4,393,596",22
1333,genesis-energy,Genesis Energy,GEL),"$5,624,500",5
1334,genesis-group-inc,Genesis Group Inc., ,"$7,023,300",2
1335,genesis-healthcare,Genesis HealthCare,GEN),"$57,567,042",2
1336,genie-energy,Genie Energy,GNE),"$13,649,000",5
1337,genova-diagnostics,Genova Diagnostics, ,"$43,000,000",1
1338,genstar-capital,Genstar Capital, ,"$4,097,781",17
1339,gentex,Gentex,GNTX),"$10,000",1
1340,genuine-parts,Genuine Parts,GPC),"$675,963",34
1341,genworth-financial,Genworth Financial,GNW),"$2,179,800",13
1342,geo-group,GEO Group,GEO),"$11,967,804",33
1343,geo-specialty-chemicals,GEO Specialty Chemicals, ,"$5,868,002",1
1344,gerdau,Gerdau, ,"$6,657,341",28
1345,german-american-bancorp,German American Bancorp,GABC),"$85,000",2
1346,gestamp,Gestamp, ,"$134,925",10
1347,gfg-alliance,GFG Alliance, ,"$291,207",18
1348,giant-eagle,Giant Eagle, ,"$4,325,773",1
1349,gibraltar-private-bank-and-trust,Gibraltar Private Bank and Trust, ,"$6,500,000",2
1350,gibson-brands,Gibson Brands, ,"$389,298",3
1351,gilbane,Gilbane, ,"$1,293,450",1
1352,gilead-sciences,Gilead Sciences,GILD),"$97,265,701",2
1353,giti-tire,Giti Tire, ,"$29,089",1
1354,giumarra-vineyards,Giumarra Vineyards, ,"$6,799,918",3
1355,giuseppe-bottiglieri-shipping,Giuseppe Bottiglieri Shipping, ,"$1,300,000",1
1356,givaudan,Givaudan, ,"$383,086",9
1357,glacier-bancorp,Glacier Bancorp,GBCI),"$16,750",1
1358,glassbridge-enterprises,GlassBridge Enterprises,GLAE),"$25,000",2
1359,glatfelter,Glatfelter,GLT),"$2,120,934",15
1360,glaxosmithkline,GlaxoSmithKline,LSE: GSK),"$8,739,033,406",1
1361,glencore,Glencore, ,"$28,238,272",11
1362,glenn-marine-group,Glenn Marine Group, ,"$35,000,000",1
1363,global-infrastructure-partners,Global Infrastructure Partners, ,"$5,292",1
1364,global-mining-holding,Global Mining Holding, ,"$1,840,716",38
1365,global-partners-lp,Global Partners LP,GLP),"$713,752",5
1366,global-payments-inc,Global Payments Inc.,GPN),"$2,172,450",1
1367,globe-life-inc,Globe Life Inc.,GL),"$21,908,216",24
1368,globus-medical,Globus Medical,GMED),"$558,716",1
1369,gnc-holdings,GNC Holdings,GNC),"$19,835,179",8
1370,golden-dragon-precise-copper-tube-group,Golden Dragon Precise Copper Tube Group, ,"$159,600",2
1371,golden-gate-capital,Golden Gate Capital, ,"$8,168,042",5
1372,golden-state-foods,Golden State Foods, ,"$390,797",14
1373,golden-valley-electric-association,Golden Valley Electric Association, ,"$40,501,070",5
1374,goldman-sachs,Goldman Sachs,NYSE: GS),"$16,386,580,996",49
1375,golub,Golub, ,"$6,806,281",4
1376,good-shepherd-hospice-inc,Good Shepherd Hospice Inc., ,"$4,000,000",1
1377,goodyear-tire-and-rubber,Goodyear Tire & Rubber,GT),"$24,662,222",1
1378,gordon-food-service,Gordon Food Service, ,"$2,515,310",5
1379,goya-foods,Goya Foods, ,"$3,940,482",6
1380,gp-strategies-corp,GP Strategies Corp.,GPX),"$18,747",1
1381,graco,Graco,GGG),"$153,000",2
1382,grady-health-system,Grady Health System, ,"$2,990,000",1
1383,graftech-international,GrafTech International,EAF),"$637,327",2
1384,graham-holdings,Graham Holdings,GHC),"$3,705,981",1
1385,grand-canyon-education-inc,Grand Canyon Education Inc.,LOPE),"$299,345",1
1386,granite-construction,Granite Construction,GVA),"$10,285,440",1
1387,grant-thornton,Grant Thornton, ,"$8,635,085",7
1388,graphic-packaging,Graphic Packaging,GPK),"$1,281,676",37
1389,graybar-electric,Graybar Electric, ,"$215,267",5
1390,great-atlantic-and-pacific-tea-co,Great Atlantic & Pacific Tea Co., ,"$3,135,341",4
1391,great-dane-llc,Great Dane LLC, ,"$386,841",25
1392,great-lakes-aviation,Great Lakes Aviation, ,"$788,500",27
1393,great-lakes-cheese,Great Lakes Cheese, ,"$810,868",2
1394,great-lakes-dredge-and-dock-corporatio,Great Lakes Dredge & Dock Corporation,GLDD),"$2,963,931",5
1395,great-southern-bancorp,Great Southern Bancorp,GSBC),"$21,935",1
1396,gree-electric-appliances,Gree Electric Appliances, ,"$106,450,000",2
1397,green-bay-packaging,Green Bay Packaging, ,"$166,429",9
1398,green-plains-inc,Green Plains Inc.,GPRE),"$853,727",14
1399,greenbrier-companies,Greenbrier Companies,GBX),"$1,353,015",12
1400,greensky-inc,GreenSky Inc.,GSKY),"$11,660,000",2
1401,greif-inc,Greif Inc.,GEF),"$2,134,394",41
1402,griffon-corp,Griffon Corp.,GFF),"$6,910,177",2
1403,grifols,Grifols, ,"$204,071",1
1404,group-1-automotive,Group 1 Automotive,GPI),"$343,542",4
1405,group-voyagers-inc,Group Voyagers Inc., ,"$14,070,000",1
1406,groupe-bruxelles-lambert,Groupe Bruxelles Lambert, ,"$1,836,414",107
1407,groupe-seb,Groupe SEB, ,"$500,000",1
1408,groupon,Groupon,GRPN),"$2,500,000",1
1409,grubhub-inc,GrubHub Inc.,GRUB),"$8,313",1
1410,gruma,Gruma, ,"$1,299,846",32
1411,grupo-antolin,Grupo Antolin, ,"$163,786",9
1412,grupo-cementos-de-chihuahua-gcc,Grupo Cementos de Chihuahua (GCC), ,"$1,434,782",75
1413,grupo-mexico,Grupo Mexico, ,"$458,884,787",24
1414,grupo-salinas,Grupo Salinas, ,"$774,965",4
1415,gs-caltex,GS Caltex, ,"$104,169,672",2
1416,gsp-management,GSP Management, ,"$8,339,000",2
1417,guaranteed-rate-inc,Guaranteed Rate Inc., ,"$15,339,262",1
1418,guardian-elder-care,Guardian Elder Care, ,"$15,695,832",1
1419,guardian-life-insurance,Guardian Life Insurance, ,"$3,384,589",12
1420,guess-inc,Guess Inc.,GES),"$5,392,187",3
1421,guggenheim-partners,Guggenheim Partners, ,"$20,000,000",1
1422,guidewire-software,Guidewire Software,GWRE),"$210,001",2
1423,gulf-coast-asphalt,Gulf Coast Asphalt, ,"$1,109,830",2
1424,gulfport-energy,Gulfport Energy,GPOR),"$3,716,823",2
1425,gxo-logistics,GXO Logistics,GXO),"$1,642,642",4
1426,h-and-e-equipment-services,H&E Equipment Services,HEES),"$131,300",1
1427,h-and-m-hennes-and-mauritz,H&M Hennes & Mauritz, ,"$3,800,000",1
1428,h-and-r-block,H&R Block,HRB),"$195,129,777",7
1429,h-e-b-grocery,H-E-B Grocery, ,"$647,068",22
1430,h-kramer-and-co,H. Kramer & Co., ,"$3,631,237",5
1431,hb-fuller,H.B. Fuller,FUL),"$709,426",13
1432,hig-capital,H.I.G. Capital, ,"$48,464,462",1
1433,hp-hood,H.P. Hood, ,"$391,760",5
1434,ht-hackney,H.T. Hackney, ,"$39,100",4
1435,haasbach,Haasbach, ,"$268,125",1
1436,hackensack-meridian-health,Hackensack Meridian Health, ,"$14,258,095",3
1437,haemonetics,Haemonetics,HAE),"$14,085",2
1438,haier,Haier, ,"$4,152,113",14
1439,hain-celestial-group,Hain Celestial Group,HAIN),"$241,354",2
1440,haldor-topsoe,Haldor Topsoe, ,"$230,748",4
1441,halifax-health,Halifax Health, ,"$85,000,000",1
1442,hallador-energy,Hallador Energy,HNRG),"$551,569",48
1443,halliburton,Halliburton,HAL),"$1,088,211,518",14
1444,hallmark-cards,Hallmark Cards, ,"$5,645,210",1
1445,hamilton-beach-brands-holding-company,Hamilton Beach Brands Holding Company,HBB),"$1,200,000",1
1446,hancock-county-land-llc,Hancock County Land LLC, ,"$1,000,000",1
1447,hancock-whitney-corp,Hancock Whitney Corp.,HWC),"$10,001",1
1448,hanergy,Hanergy, ,"$12,100",1
1449,hanesbrands,Hanesbrands,HBI),"$38,266",4
1450,hanjin-group,Hanjin Group, ,"$306,465,500",2
1451,hankey-group,Hankey Group, ,"$54,810,788",3
1452,hankook-tire,Hankook Tire, ,"$1,441,668",2
1453,hanmi-financial-corp,Hanmi Financial Corp.,HAFC),"$15,835",2
1454,hannstar-display,HannStar Display, ,"$55,650,000",2
1455,hanover-foods,Hanover Foods, ,"$1,031,158",14
1456,hanover-insurance,Hanover Insurance,THG),"$3,019,540",8
1457,hanwha,Hanwha, ,"$66,102",5
1458,harbert-management,Harbert Management, ,"$87,138,472",1
1459,harbor-freight-tools,Harbor Freight Tools, ,"$2,467,680",4
1460,harcros-chemicals,Harcros Chemicals, ,"$8,061,163",18
1461,hard-rock-international,Hard Rock International, ,"$10,409,284",1
1462,harley-davidson,Harley-Davidson,HOG),"$12,324,870",2
1463,harrells-llc,Harrell's LLC, ,"$1,744,750",3
1464,harsco,Harsco,HSC),"$1,043,519",21
1465,hartford-financial-services,Hartford Financial Services,HIG),"$242,876,471",2
1466,hartford-healthcare,Hartford HealthCare, ,"$4,015,987",3
1467,harvard-university,Harvard University, ,"$1,408,256",1
1468,hasbro,Hasbro,HAS),"$400,000",1
1469,haven-holdings,Haven Holdings, ,"$6,246,948",22
1470,hawaiian-electric-industries,Hawaiian Electric Industries,HE),"$510,142",3
1471,hawaiian-holdings,Hawaiian Holdings,HA),"$2,573,925",34
1472,hawkins-inc,Hawkins Inc.,HWKN),"$133,880",4
1473,haworth-inc,Haworth Inc., ,"$30,325",1
1474,haynes-international,Haynes International,HAYN),"$499,510",7
1475,hbm-holdings,HBM Holdings, ,"$620,322",54
1476,hc2-holdings,HC2 Holdings,HCHC),"$453,847",7
1477,hca-healthcare,HCA Healthcare,HCA),"$1,549,437,626",13
1478,hcl-technologies,HCL Technologies, ,"$160,519",7
1479,hcr-home-care,HCR Home Care, ,"$2,515,396",1
1480,health-alliance-of-greater-cincinnati,Health Alliance of Greater Cincinnati, ,"$110,600,000",2
1481,healthcare-services-group-inc,Healthcare Services Group Inc.,HCSG),"$7,705,304",1
1482,healthfirst,Healthfirst, ,"$48,785,625",2
1483,hearst,Hearst, ,"$29,271,995",3
1484,hearth-management,Hearth Management, ,"$383,801",7
1485,hearthside-food-solutions,Hearthside Food Solutions, ,"$942,918",22
1486,heartland-express,Heartland Express,HTLD),"$4,057,633",3
1487,hecla-mining,Hecla Mining,HL),"$265,206,312",4
1488,heico-companies,Heico Companies, ,"$2,223,612",14
1489,heico-corporation,Heico Corporation,HEI),"$268,893",8
1490,heidelbergcement,HeidelbergCement, ,"$134,585,669",159
1491,heineken,Heineken, ,"$2,500,000",1
1492,helen-of-troy-ltd,Helen of Troy Ltd.,HELE),"$80,308",3
1493,hellman-and-friedman,Hellman & Friedman, ,"$8,650,469",2
1494,helmerich-and-payne,Helmerich & Payne,HP),"$8,447,120",1
1495,henkel,Henkel, ,"$17,441,775",6
1496,hennepin-healthcare,Hennepin Healthcare, ,"$136,358",2
1497,henry-ford-health-system,Henry Ford Health System, ,"$8,863,989",6
1498,henry-schein,Henry Schein,HSIC),"$2,452,938",2
1499,hensel-phelps,Hensel Phelps, ,"$8,220,517",2
1500,heraeus,Heraeus, ,"$322,158",1
1501,herbalife,Herbalife,HLF),"$345,018,000",2
1502,herc-holdings,Herc Holdings,HRI),"$49,758",2
1503,hercules-offshore,Hercules Offshore, ,"$221,660",3
1504,heresite-protective-coatings,Heresite Protective Coatings, ,"$197,317",1
1505,heritage-commerce-corp,Heritage Commerce Corp.,HTBK),"$6,840",1
1506,heritage-crystal-clean,Heritage-Crystal Clean,HCCI),"$4,588,217",21
1507,herm-dauelsberg,Herm. Dauelsberg, ,"$750,000",1
1508,herman-miller-inc,Herman Miller Inc.,MLHR),"$910,840",1
1509,hernando-pasco-hospice-inc,Hernando-Pasco Hospice Inc., ,"$1,000,000",1
1510,herr-foods,Herr Foods, ,"$2,238,483",1
1511,hersha-hospitality-trust,Hersha Hospitality Trust,HT),"$590,884",3
1512,hershey,Hershey,HSY),"$554,254",2
1513,hertz,Hertz,OTC: HTZZ),"$37,975,691",184
1514,hess-corp,Hess Corp.,HES),"$99,046,469",34
1515,hewlett-packard-enterprise,Hewlett Packard Enterprise,NYSE: HPE),"$110,656,359",3
1516,hexcel,Hexcel,HXL),"$15,292,955",1
1517,hhgregg,HHGregg, ,"$15,374",2
1518,hi-acres-llc,Hi-Acres LLC, ,"$400,000",1
1519,highmark-inc,Highmark Inc., ,"$10,029,896",13
1520,highpoint-resources,HighPoint Resources,HPR),"$224,802",7
1521,hikma-pharmaceuticals,Hikma Pharmaceuticals, ,"$306,054,959",8
1522,hilcorp-energy,Hilcorp Energy, ,"$2,206,295",58
1523,hillenbrand,Hillenbrand,HI),"$37,089",2
1524,hillsdale-elevator,Hillsdale Elevator, ,"$329,000",2
1525,hilltop-holdings,Hilltop Holdings,HTH),"$17,391,824",11
1526,hilmar-cheese,Hilmar Cheese, ,"$5,600",1
1527,hilton-grand-vacations,Hilton Grand Vacations,HGV),"$89,318",3
1528,hilton-worldwide,Hilton Worldwide,HLT),"$6,791,548",19
1529,hitachi,Hitachi, ,"$379,053,251",9
1530,hitecvision,HitecVision, ,"$25,250",2
1531,hmi-industries,HMI Industries, ,"$733,352",2
1532,hna-group,HNA Group, ,"$373,576",8
1533,hni-corp,HNI Corp.,HNI),"$821,988",2
1534,hobby-lobby-stores,Hobby Lobby Stores, ,"$3,437,652",1
1535,holcim-group,Holcim Group, ,"$284,956,616",112
1536,holder-construction,Holder Construction, ,"$21,480",3
1537,hollister-inc,Hollister Inc., ,"$11,447,928",1
1538,hollyfrontier,HollyFrontier,HFC),"$202,764,311",44
1539,hologic,Hologic,HOLX),"$434,638",2
1540,holtec-international,Holtec International, ,"$188,270",1
1541,home-depot,Home Depot,HD),"$200,015,144",49
1542,home-point-capital,Home Point Capital, ,"$5,000",1
1543,homebridge-financial-services,Homebridge Financial Services, ,"$24,829,605",10
1544,homeserve-plc,HomeServe PLC,LSE: HSV),"$190,000",2
1545,homestreet-inc,HomeStreet Inc.,HMST),"$1,850,000",2
1546,honda,Honda,HMC),"$862,272,796",18
1547,honeywell-international,Honeywell International,HON),"$276,635,856",75
1548,honghua-group,Honghua Group, ,"$710,761",1
1549,hooker-furniture-corp,Hooker Furniture Corp.,HOFT),"$550,425",1
1550,hoosier-energy,Hoosier Energy, ,"$5,966,665",3
1551,horace-mann-educators-corp,Horace Mann Educators Corp.,HMN),"$10,001",1
1552,horizon-global-corp,Horizon Global Corp.,HZN),"$11,000",1
1553,horizon-healthcare-services,Horizon Healthcare Services, ,"$44,264,924",1
1554,hormel-foods,Hormel Foods,HRL),"$8,827,997",6
1555,hospice-home-care-inc,Hospice Home Care Inc., ,"$2,700,000",1
1556,hospicio-la-paz-inc,Hospicio La Paz Inc., ,"$2,500,000",1
1557,hospital-sisters-health-system,Hospital Sisters Health System, ,"$62,500,000",1
1558,hostess-brands,Hostess Brands,TWNK),"$147,206",7
1559,houchens-industries,Houchens Industries, ,"$337,128",22
1560,house-of-raeford-farms-inc,House of Raeford Farms Inc., ,"$789,166",19
1561,houston-methodist,Houston Methodist, ,"$12,810,409",2
1562,hovnanian-enterprises,Hovnanian Enterprises,HOV),"$1,318,875",7
1563,howard-industries,Howard Industries, ,"$4,158,768",4
1564,howmet-aerospace,Howmet Aerospace,NYSE: HWM),"$4,413,690",3
1565,hp-inc,HP Inc.,HPQ),"$135,889,155",5
1566,hpi-products,HPI Products, ,"$541,870",6
1567,hsbc,HSBC,LSE: HSBA),"$6,512,909,407",29
1568,htc-global-services,HTC Global Services, ,"$203,481",3
1569,hub-group,Hub Group,HUBG),"$168,744",5
1570,hubbell,Hubbell,HUBB),"$840,629",30
1571,hudsons-bay-co,Hudson's Bay Co., ,"$5,410,241",5
1572,huhtamaki-oyj,Huhtamaki Oyj, ,"$170,204",12
1573,humana,Humana,HUM),"$76,945,721",15
1574,hunt-consolidated,Hunt Consolidated, ,"$50,157,897",27
1575,hunter-wise-commodities,Hunter Wise Commodities, ,"$108,000,000",1
1576,huntington-bancshares,Huntington Bancshares,HBAN),"$57,028,107",1
1577,huntington-ingalls-industries,Huntington Ingalls Industries,HII),"$15,688,314",1
1578,huntsman-corp,Huntsman Corp.,HUN),"$20,721,754",69
1579,huron-consulting-group,Huron Consulting Group,HURN),"$1,000,000",1
1580,hutchinson-regional-medical-center,Hutchinson Regional Medical Center, ,"$1,700,000",1
1581,hutchinson-salt,Hutchinson Salt, ,"$402,831",30
1582,hutco-inc,Hutco Inc., ,"$1,954,752",1
1583,huttig-building-products,Huttig Building Products,HBP),"$106,493",8
1584,hy-vee,Hy-Vee, ,"$592,952",8
1585,hyannis-air-service-inc,Hyannis Air Service Inc., ,"$87,166",8
1586,hyatt-hotels,Hyatt Hotels,H),"$550,804",10
1587,hydrofarm,Hydrofarm, ,"$511,177",5
1588,hyster-yale-materials-handling,Hyster-Yale Materials Handling,HY),"$51,415",4
1589,hyundai-heavy-industries,Hyundai Heavy Industries, ,"$132,093,000",1
1590,hyundai-motor,Hyundai Motor, ,"$1,688,117,164",5
1591,iap-worldwide-services,IAP Worldwide Services, ,"$9,534,414",1
1592,iberdrola,Iberdrola, ,"$30,635,018",9
1593,ibm-corp,IBM Corp.,IBM),"$441,043,130",12
1594,icahn-enterprises,Icahn Enterprises,IEP),"$61,494,875",26
1595,icc-industries,ICC Industries, ,"$10,894,310",7
1596,icf-international-inc,ICF International Inc.,ICFI),"$192,086",1
1597,icicle-seafoods,Icicle Seafoods, ,"$1,900,455",5
1598,icm-partners,ICM Partners, ,"$725,000",1
1599,icon-health-and-fitness,ICON Health & Fitness, ,"$3,500,000",1
1600,iconix-brand-group,Iconix Brand Group,ICON),"$6,300,000",2
1601,icts-international,ICTS International, ,"$1,569,600",6
1602,icu-medical-inc,ICU Medical Inc.,ICUI),"$37,164",4
1603,idacorp,IDACORP,IDA),"$186,000",1
1604,idex-corp,IDEX Corp.,IEX),"$740,143",2
1605,idexx-laboratories,IDEXX Laboratories,IDXX),"$289,600",1
1606,idt-corp,IDT Corp.,IDT),"$38,000",2
1607,iheartmedia,iHeartMedia,IHRT),"$7,412,762",4
1608,ii-vi-inc,II-VI Inc.,IIVI),"$67,048",4
1609,ikea,Ikea, ,"$13,833,386",2
1610,ilios-shipping,Ilios Shipping, ,"$2,000,000",1
1611,illinois-tool-works,Illinois Tool Works,ITW),"$6,426,055",1
1612,imperial-brands,Imperial Brands, ,"$62,000",2
1613,imperial-group,Imperial Group, ,"$426,769",5
1614,incitec-pivot,Incitec Pivot, ,"$5,736,512",12
1615,incyte-corp,Incyte Corp.,INCY),"$12,600,000",1
1616,independent-bank-corp-michigan,Independent Bank Corp. (Michigan),IBCP),"$151,905",1
1617,indiana-university-health-inc,Indiana University Health Inc., ,"$11,178,406",2
1618,indigo-partners,Indigo Partners, ,"$5,940,779",59
1619,indivior-plc,Indivior PLC,LSE: INDV),"$899,000,000",1
1620,indorama-ventures,Indorama Ventures, ,"$32,325",3
1621,industrial-and-commercial-bank-of-china,Industrial and Commercial Bank of China, ,"$57,310,000",5
