,0,1,2,3,4
2581,relx-group,RELX Group, ,"$55,011,799",6
2582,renaissancere-holdings,RenaissanceRe Holdings,RNR),"$15,000,000",1
2583,renco,Renco, ,"$111,965,789",13
2584,renesas-electronics,Renesas Electronics, ,"$10,022,311",1
2585,reno-orthopaedic-clinic,Reno Orthopaedic Clinic, ,"$602,335",1
2586,rent-a-center,Rent-A-Center,RCII),"$88,699,130",7
2587,rentech,Rentech, ,"$4,003,293",17
2588,repsol,Repsol, ,"$130,153,574",9
2589,republic-airways-holdings,Republic Airways Holdings, ,"$30,000",1
2590,republic-bancorp,Republic Bancorp,RBCAA),"$1,222,000",3
2591,republic-national-distributing,Republic National Distributing, ,"$76,628",6
2592,republic-services,Republic Services,RSG),"$174,164,747",118
2593,resers-fine-foods,Reser's Fine Foods, ,"$354,251",17
2594,resmed-inc,ResMed Inc.,RMD),"$37,500,000",1
2595,resolute-forest-products,Resolute Forest Products,RFP),"$4,251,613",4
2596,resource-capital-funds,Resource Capital Funds, ,"$580,229",1
2597,restaurant-brands-international,Restaurant Brands International,QSR),"$666,267",9
2598,revelation-energy,Revelation Energy, ,"$8,342,477",232
2599,revera,Revera, ,"$482,765",11
2600,reverence-capital-partners,Reverence Capital Partners, ,"$57,036,683",46
2601,rexel,Rexel, ,"$48,200",3
2602,rexnord,Rexnord,RXN),"$20,764,050",19
2603,reyes-holdings,Reyes Holdings, ,"$59,121",4
2604,rh-restoration-hardware,RH (Restoration Hardware),RH),"$1,815,927",4
2605,rhino-resource-partners,Rhino Resource Partners, ,"$2,323,712",172
2606,ribbon-communications,Ribbon Communications,RBBN),"$1,900,000",1
2607,riceland-foods,Riceland Foods, ,"$1,069,067",4
2608,rich-group,Rich Group, ,"$36,968",2
2609,rich-products,Rich Products, ,"$4,505,012",5
2610,richmond-school-of-health-and-technolo,Richmond School of Health & Technology, ,"$5,000,000",1
2611,ricoh,Ricoh, ,"$441,663",3
2612,rineco-chemical,Rineco Chemical, ,"$1,350,000",1
2613,rio-group,Rio Group, ,"$480,629",38
2614,rio-tinto,Rio Tinto,LSE: RIO),"$26,066,594",15
2615,ritchie-bros-auctioneers,Ritchie Bros. Auctioneers,RBA),"$146,205",4
2616,rite-aid,Rite Aid,RAD),"$220,266,699",29
2617,riverstone-holdings,Riverstone Holdings, ,"$44,585,839",1
2618,rivian-automotive-inc,Rivian Automotive Inc.,RIVN),"$5,969",1
2619,roadrunner-transportation-systems,Roadrunner Transportation Systems,RRTS),"$10,288,272",5
2620,roark-capital,Roark Capital, ,"$19,602,278",44
2621,robert-bosch,Robert Bosch, ,"$549,122,729",14
2622,robert-half-international,Robert Half International,RHI),"$19,620,000",2
2623,robinhood-markets,Robinhood Markets,HOOD),"$135,850,000",3
2624,roche,Roche, ,"$285,220,388",3
2625,rochester-drug-co-operative,Rochester Drug Co-Operative, ,"$20,360,000",2
2626,rocket-mortgage-llc,Rocket Mortgage LLC, ,"$1,208,500",7
2627,rockwell-automation,Rockwell Automation,ROK),"$3,030,631",2
2628,rocky-mountain-metal-container,Rocky Mountain Metal Container, ,"$21,000",2
2629,rogers-corp,Rogers Corp.,ROG),"$327,387",1
2630,rollins-inc,Rollins Inc.,ROL),"$279,918",1
2631,rolls-royce,Rolls-Royce,LSE: RR),"$173,410,686",1
2632,rooms-to-go,Rooms to Go, ,"$38,047",1
2633,roper-technologies,Roper Technologies,ROP),"$457,937",1
2634,roquette,Roquette, ,"$5,781,758",5
2635,rosebud-mining,Rosebud Mining, ,"$1,123,804",82
2636,roseburg-forest-products,Roseburg Forest Products, ,"$423,429",16
2637,rosens-diversified,Rosen's Diversified, ,"$2,011,060",1
2638,ross-stores,Ross Stores,ROST),"$12,696,455",15
2639,rotech-healthcare,Rotech Healthcare, ,"$26,687,766",3
2640,royal-bank-of-canada,Royal Bank of Canada,NYSE: RY),"$992,707,409",37
2641,royal-caribbean-cruises,Royal Caribbean Cruises,RCL),"$22,021,666",1
2642,royal-dsm,Royal DSM, ,"$3,408,876",15
2643,royal-philips,Royal Philips, ,"$97,673,263",4
2644,rpc,RPC,RES),"$484,246",4
2645,rpm-international,RPM International,RPM),"$75,712,052",1
2646,rubicon-llc,Rubicon LLC, ,"$64,212",2
2647,rubicon-technology,Rubicon Technology,RBCN),"$169,942",2
2648,rubios-restaurants,Rubio's Restaurants, ,"$7,521,061",2
2649,ruby-tuesday,Ruby Tuesday, ,"$4,654,999",9
2650,ruiz-foods,Ruiz Foods, ,"$7,875,963",2
2651,rush-enterprises,Rush Enterprises,RUSHA),"$143,628",9
2652,rush-university-medical-center,Rush University Medical Center, ,"$1,573,413",1
2653,russell-oil,Russell Oil, ,"$81,287,581",2
2654,ruths-hospitality-group,Ruth's Hospitality Group,RUTH),"$6,565",1
2655,rwjbarnabas-health,RWJBarnabas Health, ,"$277,586,281",3
2656,ryder-system,Ryder System,R),"$3,692,039",12
2657,ryman-hospitality-properties,Ryman Hospitality Properties,RHP),"$109,023",2
2658,s-and-p-global,S&P Global,SPGI),"$1,461,305,058",5
2659,s-and-t-bancorp,S&T Bancorp,STBA),"$32,640",1
2660,s-oil-corporation,S-Oil Corporation, ,"$43,580,000",1
2661,sc-johnson-and-son,S.C. Johnson & Son, ,"$35,929,900",1
2662,saber-healthcare-group,Saber Healthcare Group, ,"$12,058,157",1
2663,sabic-saudi-basic-industries,SABIC (Saudi Basic Industries), ,"$3,076,806",13
2664,sabine-oil-and-gas,Sabine Oil & Gas, ,"$1,995,635",17
2665,sabra-dipping-company,Sabra Dipping Company, ,"$12,000",1
2666,sabre-corp,Sabre Corp.,SABR),"$2,407,136",1
2667,sac-capital,SAC Capital, ,"$2,401,747,463",2
2668,saf-holland-sa,SAF-Holland S.A., ,"$154,201",6
2669,safas-corp,SAFAS Corp., ,"$80,520",2
2670,safran,Safran, ,"$405,131",8
2671,saft,SAFT, ,"$30,050",3
2672,saint-barnabas-hospital,Saint Barnabas Hospital, ,"$1,397,802",1
2673,saint-gobain,Saint-Gobain, ,"$277,846,443",68
2674,salesforcecom,Salesforce.com,CRM),"$21,010",2
2675,sally-beauty,Sally Beauty,SBH),"$33,101",1
2676,salzgitter,Salzgitter, ,"$117,790",3
2677,sammons-enterprises,Sammons Enterprises, ,"$4,931,268",12
2678,samsung,Samsung, ,"$747,600,810",8
2679,sanden-corp,Sanden Corp., ,"$3,228,105",1
2680,sanderson-farms,Sanderson Farms,SAFM),"$4,152,803",4
2681,sandridge-energy,SandRidge Energy,SD),"$2,745,817",1
2682,sandvik,Sandvik, ,"$12,364,636",4
2683,sanford-health,Sanford Health, ,"$20,762,466",2
2684,sanford-ltd,Sanford Ltd., ,"$2,400,000",1
2685,sango-co,Sango Co., ,"$20,210",3
2686,sanmina,Sanmina,SANM),"$647,431",2
2687,sanofi,Sanofi, ,"$641,786,117",15
2688,sap,SAP, ,"$16,105,117",2
2689,sappi,Sappi, ,"$1,015,651",6
2690,saputo,Saputo, ,"$469,870",29
2691,sarasota-memorial-hospital,Sarasota Memorial Hospital, ,"$972,000",1
2692,sas-institute,SAS Institute, ,"$5,137",1
2693,sasol,Sasol,SSL),"$8,915,024",14
2694,saudi-arabian-oil-company-saudi-aramco,Saudi Arabian Oil Company (Saudi Aramco), ,"$176,073,149",80
2695,savannah-river-nuclear-solutions-llc,Savannah River Nuclear Solutions LLC, ,"$4,457,401",5
2696,savant-systems,Savant Systems, ,"$673,930",1
2697,savaseniorcare,SavaSeniorCare, ,"$20,892,073",1
2698,save-mart-supermarkets,Save Mart Supermarkets, ,"$3,135,890",2
2699,sba-communications,SBA Communications,SBAC),"$19,625",2
2700,sbars-inc,Sbar's Inc., ,"$2,917,700",2
2701,sbe-entertainment-group,SBE Entertainment Group, ,"$17,968",1
2702,sbm-offshore,SBM Offshore, ,"$238,000,000",1
2703,scan-health-plan,SCAN Health Plan, ,"$643,897,950",2
2704,scandinavian-airlines-system-sas,Scandinavian Airlines System (SAS), ,"$52,259,000",1
2705,schaeffler-technologies,Schaeffler Technologies, ,"$441,627",4
2706,schindler,Schindler, ,"$236,362",10
2707,schlumberger,Schlumberger,SLB),"$244,372,873",2
2708,schmolz-bickenbach,Schmolz + Bickenbach, ,"$987,401",2
2709,schneider-electric,Schneider Electric, ,"$13,404,682",1
2710,schneider-national,Schneider National,SNDR),"$63,842,152",8
2711,schnitzer-steel-industries,Schnitzer Steel Industries,SCHN),"$20,834,925",2
2712,schnuck-markets,Schnuck Markets, ,"$129,250",1
2713,scholastic-corp,Scholastic Corp.,SCHL),"$800,000",2
2714,schott,Schott, ,"$1,679,275",2
2715,schreiber-foods,Schreiber Foods, ,"$84,838",6
2716,schupp-and-grochmal,Schupp & Grochmal, ,"$18,010",2
2717,schwan-food,Schwan Food, ,"$1,148,433",21
2718,schwarz-group,Schwarz Group, ,"$43,613",2
2719,schweitzer-mauduit-international,Schweitzer-Mauduit International,SWM),"$74,743",3
2720,sciclone-pharmaceuticals,SciClone Pharmaceuticals, ,"$12,000,000",1
2721,science-applications-international-corp-,Science Applications International Corp. (SAIC),SAIC),"$46,785,716",8
2722,scientific-games-corp,Scientific Games Corp.,SGMS),"$24,977",1
2723,scl-health,SCL Health, ,"$3,950,000",1
2724,scor,SCOR, ,"$194,000",3
2725,scotiabank,Scotiabank, ,"$188,858,000",5
2726,scotts-miracle-gro,Scotts Miracle-Gro,SMG),"$102,357,538",4
2727,scoular,Scoular, ,"$43,674",3
2728,scripps-health,Scripps Health, ,"$10,933,370",3
2729,scripps-research-institute,Scripps Research Institute, ,"$10,005,995",1
2730,sculptor-capital-management,Sculptor Capital Management,SCU),"$416,295,167",2
2731,seaboard-corp,Seaboard Corp.,SEB),"$2,753,854",1
2732,seacoast-banking-corporation-of-florida,Seacoast Banking Corporation of Florida,SBCF),"$43,450",2
2733,seacor-holdings,Seacor Holdings,CKH),"$314,189",1
2734,seafood-solutions-inc,Seafood Solutions Inc., ,"$1,000,000",1
2735,sealed-air-corp,Sealed Air Corp.,NYSE: SEE),"$341,583",2
2736,sears,Sears, ,"$743,814,422",105
2737,seaworld-entertainment,SeaWorld Entertainment,SEAS),"$4,064,500",1
2738,securian-financial,Securian Financial, ,"$808,945",6
2739,securitas,Securitas, ,"$15,811,675",1
2740,seiko-group,Seiko Group, ,"$31,550,000",3
2741,sekisui-chemical,Sekisui Chemical, ,"$100,522",3
2742,seldat,Seldat, ,"$52,434",1
2743,select-energy-services-inc,Select Energy Services Inc., ,"$2,549,741",1
2744,select-medical-holdings,Select Medical Holdings,SEM),"$10,727,936",1
2745,selective-insurance-group,Selective Insurance Group,SIGI),"$5,339,238",18
2746,sellas-life-sciences-group,SELLAS Life Sciences Group,SLS),"$7,750,000",1
2747,semgroup,SemGroup,SEMG),"$75,638",2
2748,sempra-energy,Sempra Energy,SRE),"$227,121,068",24
2749,semtech-corp,Semtech Corp.,SMTC),"$5,000",1
2750,seneca-foods,Seneca Foods,SENEA),"$825,509",18
2751,sensata-technologies,Sensata Technologies,ST),"$48,927",6
2752,sensient-technologies,Sensient Technologies,SXT),"$2,182,309",6
2753,sentara-healthcare,Sentara Healthcare, ,"$4,398,824",1
2754,sentinel-capital-partners,Sentinel Capital Partners, ,"$19,977,669",11
2755,sentry-insurance,Sentry Insurance, ,"$589,679",21
2756,serco-group,Serco Group,LSE: SRP),"$4,268,782",11
2757,serenity-hospice-care-ga,Serenity Hospice Care (GA), ,"$581,000",1
2758,service-corporation-international,Service Corporation International,SCI),"$4,826,943",14
2759,services-group-of-america,Services Group of America, ,"$76,911",1
2760,seven-energy,Sev.en Energy, ,"$7,349,603",549
2761,seven-and-i-holdings,Seven & I Holdings, ,"$5,104,958",27
2762,severstal,Severstal, ,"$305,830",16
2763,sgs-sa,SGS S.A., ,"$513,023",32
2764,shamrock-foods,Shamrock Foods, ,"$1,893,438",3
2765,sheetz,Sheetz, ,"$1,121,955",6
2766,shell-plc,Shell PLC, ,"$1,303,112,499",288
2767,sherwin-williams,Sherwin-Williams,SHW),"$189,927,285",3
2768,shield-packaging-co,Shield Packaging Co., ,"$2,534,830",4
2769,shin-etsu-chemical,Shin-Etsu Chemical, ,"$13,836,062",18
2770,shippers-transport-express,Shippers Transport Express, ,"$11,134,294",2
2771,shiseido,Shiseido, ,"$423,197",5
2772,shoe-carnival-inc,Shoe Carnival Inc.,SCVL),"$9,591",1
2773,shopko-stores,ShopKo Stores, ,"$864,295",1
2774,showa-corp,Showa Corp., ,"$20,114,273",1
2775,showa-denko,Showa Denko, ,"$5,000",1
2776,shyft-group,Shyft Group,SHYF),"$10,885,285",5
2777,si-group,SI Group, ,"$964,250",12
2778,sibanye-stillwater-limited,Sibanye-Stillwater Limited, ,"$1,119,859",1
2779,sidley-austin,Sidley Austin, ,"$66,925,000",1
2780,siemens,Siemens, ,"$828,684,222",3
2781,siemens-energy,Siemens Energy, ,"$4,574,194",12
2782,sierra-nevada,Sierra Nevada, ,"$14,950,000",1
2783,sierra-pacific-industries,Sierra Pacific Industries, ,"$14,204,955",4
2784,sigma-plastics,Sigma Plastics, ,"$540,558",29
2785,signal-international,Signal International, ,"$27,094,225",2
2786,signature-healthcare,Signature Healthcare, ,"$33,538,083",1
2787,signet-jewelers,Signet Jewelers,SIG),"$20,098,989",3
2788,signify-nv,Signify NV, ,"$2,344,975",8
2789,sika-ag,Sika AG, ,"$602,212",8
2790,silgan,Silgan,SLGN),"$1,514,735",15
2791,siltronic-corporation,Siltronic Corporation, ,"$5,750,000",1
2792,silver-airways-llc,Silver Airways LLC, ,"$131,048",7
2793,silverstein-properties,Silverstein Properties, ,"$1,016,750",1
2794,simmons-first-national-corp,Simmons First National Corp.,SFNC),"$360,187",1
2795,simon-property-group,Simon Property Group,SPG),"$1,952,609",1
2796,simpson-manufacturing,Simpson Manufacturing,SSD),"$74,003",2
2797,sims-limited,Sims Limited, ,"$634,721",3
2798,sinai-health-system-il,Sinai Health System (IL), ,"$13,163,628",5
2799,sinclair-broadcast-group,Sinclair Broadcast Group,SBGI),"$70,920,321",3
2800,sinclair-oil,Sinclair Oil, ,"$94,131,078",28
2801,singapore-airlines,Singapore Airlines, ,"$48,082,000",1
2802,singapore-technologies-engineering,Singapore Technologies Engineering, ,"$1,210,571",6
2803,singing-river-health-system,Singing River Health System, ,"$156,414,749",2
2804,sinochem,Sinochem, ,"$37,267",1
2805,sirius-xm-holdings,Sirius XM Holdings, ,"$5,097,350",1
2806,sirva,SIRVA, ,"$448,778",1
2807,sitel-group,Sitel Group, ,"$16,081,510",8
2808,six-flags-entertainment,Six Flags Entertainment,SIX),"$3,128,488",4
2809,sjw-group,SJW Group,SJW),"$15,350",2
2810,sk-capital-partners,SK Capital Partners, ,"$1,720,253",27
2811,sk-holdings,SK Holdings, ,"$429,152,539",5
2812,skadden-arps,"Skadden, Arps", ,"$12,475,000",2
2813,skanska,Skanska, ,"$19,897,540",1
2814,skechers-usa-inc,Skechers USA Inc.,SKX),"$47,859,671",2
2815,skf,SKF, ,"$393,566",2
2816,skyline-champion,Skyline Champion,SKY),"$586,379",33
2817,skyline-urology,Skyline Urology, ,"$1,850,000",1
2818,skywest,SkyWest,SKYW),"$4,398,900",83
2819,skyworks-solutions,Skyworks Solutions,SWKS),"$62,105",3
2820,sl-green-realty,SL Green Realty,SLG),"$11,250",1
2821,slm-corp,SLM Corp.,SLM),"$93,300,000",1
2822,sm-energy,SM Energy,SM),"$155,100",4
2823,small-mine-development-llc,Small Mine Development LLC, ,"$840,250",65
2824,smith-and-nephew,Smith & Nephew,LSE: SN),"$87,026,600",2
2825,smiths-group,Smiths Group,LSE: SMIN),"$188,771",1
2826,sms-holdings,SMS Holdings, ,"$309,557",7
2827,smurfit-kappa,Smurfit Kappa, ,"$70,206",4
2828,snap-inc,Snap Inc.,SNAP),"$109,751",1
2829,snap-on,Snap-on,SNA),"$485,400",2
2830,snf-group,SNF Group, ,"$447,975",12
2831,societe-generale,Societe Generale, ,"$2,152,835,050",23
2832,sodecia,Sodecia, ,"$638,811",18
2833,sodexo,Sodexo, ,"$103,190,454",29
2834,softbank,SoftBank, ,"$11,414,409",4
2835,solarworld,SolarWorld, ,"$31,113",2
2836,solid-fuel-inc,Solid Fuel Inc., ,"$1,633,275",76
2837,solvay,Solvay, ,"$115,240,328",70
2838,sonepar,Sonepar, ,"$72,244",1
2839,sonic-automotive,Sonic Automotive,SAH),"$987,359",1
2840,sonoco-products,Sonoco Products,SON),"$708,798",10
2841,sony,Sony,SNE),"$124,997,627",4
2842,sothebys,Sotheby's, ,"$45,000,000",1
2843,south-jersey-industries,South Jersey Industries,SJI),"$1,475,551",1
2844,south-louisiana-electric-cooperative,South Louisiana Electric Cooperative, ,"$1,427,582",6
2845,southcross-energy-partners,Southcross Energy Partners, ,"$278,965",4
2846,southeast-orthopedic-specialists,Southeast Orthopedic Specialists, ,"$4,488,000",1
2847,southeastern-grocers,Southeastern Grocers, ,"$40,444,707",5
2848,southern-company,Southern Company,SO),"$236,696,094",39
2849,southern-glazers-wine-and-spirits,Southern Glazer's Wine & Spirits, ,"$12,419,880",6
2850,southern-investments-llc,Southern Investments LLC, ,"$441,000",1
2851,southern-states-cooperative,Southern States Cooperative, ,"$238,434",12
2852,southwest-airlines,Southwest Airlines,LUV),"$77,791,324",290
2853,southwest-gas,Southwest Gas,SWX),"$2,811,719",24
2854,southwest-rice-mill,Southwest Rice Mill, ,"$1,012,401",1
2855,southwestern-energy-co,Southwestern Energy Co.,SWN),"$42,585",3
2856,southwire,Southwire, ,"$679,126",6
2857,sp-plus-corporation,SP Plus Corporation,SP),"$6,083,797",11
2858,space-exploration-technologies-spacex,Space Exploration Technologies (SpaceX), ,"$4,076,380",1
2859,sparrows-point-terminal,Sparrows Point Terminal, ,"$2,679,181",4
2860,spartannash,SpartanNash,SPTN),"$414,785",5
2861,spectro-alloys,Spectro Alloys, ,"$2,297,469",8
2862,spectrum-brands-holdings,Spectrum Brands Holdings,SPB),"$10,523,478",1
2863,speedway-motorsports-inc,Speedway Motorsports Inc., ,"$45,763",1
2864,spin-master,Spin Master, ,"$1,300,000",1
2865,spirit-aerosystems,Spirit AeroSystems,SPR),"$700,350",18
2866,spirit-airlines,Spirit Airlines,SAVE),"$1,720,738",8
2867,splunk-inc,Splunk Inc.,SPLK),"$2,700,000",1
2868,sprague-resources,Sprague Resources,SRLP),"$10,946",1
2869,sprott-mining,Sprott Mining, ,"$2,770,047",145
2870,sprouts-farmers-markets,Sprouts Farmers Markets,SFM),"$116,120",7
2871,spx-corp,SPX Corp.,NYSE: SPXC),"$4,813,086",5
2872,spx-flow,SPX FLOW,FLOW),"$26,585",2
2873,ss-and-c-technologies-holdings,SS&C Technologies Holdings,SSNC),"$174,150",1
2874,ssab,SSAB, ,"$205,697",5
2875,ssm-health,SSM Health, ,"$10,572,668",14
2876,st-bernards-healthcare,St. Bernards Healthcare, ,"$850,000",1
2877,st-dominic-hospital,St. Dominic Hospital, ,"$555,949",1
2878,st-joe-company,St. Joe Company,JOE),"$2,750,000",1
2879,st-josephs-health-nj,St. Joseph's Health (NJ), ,"$42,500,000",1
2880,standard-chartered,Standard Chartered,LSE: STAN),"$1,959,563,443",12
2881,standard-industries-inc,Standard Industries Inc., ,"$182,507,825",19
2882,standard-motor-products,Standard Motor Products,SMP),"$14,400",1
2883,standex-international,Standex International,NYSE: SXI),"$14,240",1
2884,stanford-health,Stanford Health, ,"$50,000",3
2885,stanley-black-and-decker,Stanley Black & Decker,SWK),"$26,829,573",1
2886,stanley-electric,Stanley Electric, ,"$1,604,551",1
2887,stanships-inc,Stanships Inc., ,"$1,000,000",1
2888,star-mine-operations,Star Mine Operations, ,"$127,312",11
2889,starbucks,Starbucks,SBUX),"$52,025,475",11
2890,state-farm-insurance,State Farm Insurance, ,"$647,795,169",56
2891,state-street-corp,State Street Corp.,STT),"$1,217,354,917",13
2892,stater-bros-holdings,Stater Bros. Holdings, ,"$860,471",3
2893,steel-connect-inc,Steel Connect Inc.,STCN),"$1,600,000",1
2894,steel-dynamics-inc,Steel Dynamics Inc.,STLD),"$6,460,814",41
2895,steelcase-inc,Steelcase Inc.,SCS),"$887,836",1
2896,stein-mart,Stein Mart, ,"$843,400",1
2897,steinhoff-international,Steinhoff International, ,"$5,727,966",5
2898,steinway-musical-instruments,Steinway Musical Instruments, ,"$652,914",2
2899,stella-jones,Stella-Jones, ,"$314,365",7
2900,stellantis,Stellantis,STLA),"$1,498,118,398",39
2901,stepan,Stepan,SCL),"$1,708,051",24
2902,stericycle,Stericycle,SRCL),"$40,578,586",2
2903,steris,STERIS,STE),"$698,949",11
2904,sterling-suffolk-racecourse-llc,"Sterling Suffolk Racecourse, LLC", ,"$4,992,000",2
2905,steward-health-care,Steward Health Care, ,"$2,138,866",1
2906,stewart-information-services,Stewart Information Services,STC),"$7,321,860",24
2907,stg-healthcare-of-atlanta,STG Healthcare of Atlanta, ,"$1,750,000",1
2908,stifel-financial,Stifel Financial,SF),"$63,969,262",23
2909,stmicroelectronics,STMicroelectronics,STM),"$20,061",2
2910,stone-canyon-industries,Stone Canyon Industries, ,"$59,575,428",31
2911,stonemor-partners,StoneMor Partners,STON),"$206,800",1
2912,stoneridge-inc,Stoneridge Inc.,SRI),"$11,000",1
2913,stonex-group,StoneX Group,SNEX),"$2,530,000",6
2914,stora-enso,Stora Enso, ,"$143,350",2
2915,strategic-resources-inc,Strategic Resources Inc., ,"$750,024",14
2916,strattec-security-corp,STRATTEC Security Corp.,STRT),"$12,616",2
2917,streit-group,Streit Group, ,"$3,200,000",2
2918,structure-tone,Structure Tone, ,"$39,900",3
2919,stryker,Stryker,SYK),"$1,806,800,555",7
2920,stulz,Stulz, ,"$83,485",4
2921,sturm-ruger-and-company,"Sturm, Ruger & Company",RGR),"$202,168",5
2922,sub-zero-freezer-co,Sub-Zero Freezer Co., ,"$26,988",1
2923,subaru-corporation,Subaru Corporation, ,"$74,616,720",2
2924,suburban-propane-partners,Suburban Propane Partners,SPH),"$1,438,906",2
2925,suez-group,Suez Group, ,"$1,409,730",38
2926,suffolk-construction,Suffolk Construction, ,"$499,499",3
2927,sulzer,Sulzer, ,"$247,459",13
2928,sumco,Sumco, ,"$328,000",1
2929,sumitomo-group,Sumitomo Group, ,"$6,688,647",1
2930,summit-materials,Summit Materials,SUM),"$983,886",10
2931,summit-midstream-partners,Summit Midstream Partners,SMLP),"$50,027,500",2
2932,sun-capital-partners,Sun Capital Partners, ,"$10,573,883",7
2933,sun-communities,Sun Communities,SUI),"$13,280",2
2934,sun-drilling-products,Sun Drilling Products, ,"$405,000",1
2935,sun-life-financial,Sun Life Financial, ,"$631,214,103",5
2936,sun-pharmaceuticals,Sun Pharmaceuticals, ,"$546,084,620",4
2937,suncoke-energy,SunCoke Energy,SXC),"$109,670,998",49
2938,suncor-energy,Suncor Energy,NYSE: SU),"$3,391,800",29
2939,sunedison,SunEdison, ,"$953,515",1
2940,sunkist-growers,Sunkist Growers, ,"$1,656,105",1
2941,sunrun-inc,Sunrun Inc.,RUN),"$571,134",29
2942,sunshine-minting,Sunshine Minting, ,"$18,560",2
2943,sunshine-silver-mining-and-refining,Sunshine Silver Mining & Refining, ,"$5,000",1
2944,suntory,Suntory, ,"$29,005,552",3
2945,super-micro-computer-inc,Super Micro Computer Inc.,SMCI),"$17,679,327",2
2946,superior-crude-gathering,Superior Crude Gathering, ,"$1,837,195",4
2947,superior-energy-services,Superior Energy Services,SPN),"$4,411,511",2
2948,superior-industries-international,Superior Industries International,SUP),"$162,065",6
2949,supreme-group,Supreme Group, ,"$434,360,000",1
2950,sur-la-table-inc,Sur La Table Inc., ,"$600,000",1
2951,surgery-partners-inc,Surgery Partners Inc.,SGRY),"$42,779,010",3
2952,sutter-health,Sutter Health, ,"$749,191,056",1
2953,suzlon,Suzlon, ,"$48,450",4
2954,suzuki-motor,Suzuki Motor, ,"$11,499,924",4
2955,swagelok,Swagelok, ,"$297,806",4
2956,swinerton,Swinerton, ,"$139,412",11
2957,swire,Swire, ,"$274,213",14
2958,swiss-life-group,Swiss Life Group, ,"$77,374,337",1
2959,swiss-re,Swiss Re, ,"$95,000",1
2960,swissport-international,Swissport International, ,"$465,092",1
2961,switch-ltd,Switch Ltd., ,"$5,400",1
2962,sycamore-partners-management,Sycamore Partners Management, ,"$124,251,780",26
2963,symrise-ag,Symrise AG, ,"$106,105",6
2964,synaptics-inc,Synaptics Inc.,SYNA),"$3,260,000",1
2965,synchrony-financial,Synchrony Financial,SYF),"$228,522,300",2
2966,synovus-financial,Synovus Financial,SNV),"$156,090",2
2967,synthomer,Synthomer, ,"$383,883",11
2968,sysco,Sysco,SYY),"$49,092,383",32
2969,systemax,Systemax,SYX),"$516,150",1
2970,t-mobile-us,T-Mobile US,TMUS),"$1,332,278,458",41
2971,tailored-brands-inc,Tailored Brands Inc.,TLRD),"$1,164,015",4
2972,take-two-interactive-software-inc,Take-Two Interactive Software Inc.,TTWO),"$11,493,380",3
2973,takeda-pharmaceutical,Takeda Pharmaceutical, ,"$3,733,566,447",4
2974,talisman-energy,Talisman Energy, ,"$128,948",4
2975,talos-energy,Talos Energy, ,"$6,865,547",46
2976,tampa-general-hospital,Tampa General Hospital, ,"$8,000,000",3
2977,tangoe-inc,Tangoe Inc., ,"$1,500,000",1
2978,tapestry-inc,Tapestry Inc.,TPR),"$3,092,700",4
2979,targa-resources,Targa Resources,TRGP),"$7,959,681",51
2980,target,Target,TGT),"$161,035,493",8
2981,target-ship-management,Target Ship Management, ,"$1,200,000",1
2982,taro-pharmaceutical-industries,Taro Pharmaceutical Industries,TARO),"$226,968,565",3
2983,tata-group,Tata Group, ,"$86,949,527",14
2984,tate-and-lyle,Tate & Lyle,LSE: TATE),"$2,814,387",26
2985,tatung,Tatung, ,"$70,698,008",3
2986,tauber-oil,Tauber Oil, ,"$767,500",2
2987,taurus,Taurus, ,"$276,995,000",2
2988,taylor-corporation,Taylor Corporation, ,"$89,190",4
2989,taylor-morrison-home-corporation,Taylor Morrison Home Corporation,TMHC),"$915,615",2
2990,taylor-bean-and-whitaker,"Taylor, Bean & Whitaker", ,"$9,106,268",3
2991,tc-energy,TC Energy,TRP),"$16,402,209",3
2992,td-synnex,TD Synnex,SNX),"$8,143,564",13
2993,tdk-corporation,TDK Corporation, ,"$2,115,023",1
2994,te-connectivity,TE Connectivity,TEL),"$13,968,732",3
2995,team-inc,TEAM Inc.,TISI),"$801,964",21
2996,tech-mahindra,Tech Mahindra, ,"$10,020,002",1
2997,techint,Techint, ,"$10,417,507",2
2998,technicolor,Technicolor, ,"$1,122,916",7
2999,technipfmc,TechnipFMC,NYSE: FTI),"$642,334,839",5
3000,techtronic-industries,Techtronic Industries, ,"$1,297,625",1
3001,teck-resources,Teck Resources,TECK),"$1,369,737",3
3002,tegna,Tegna,TGNA),"$1,214,886",5
3003,teijin,Teijin, ,"$452,460",4
3004,teledyne-technologies,Teledyne Technologies,TDY),"$288,186,403",4
3005,teleflex,Teleflex,TFX),"$582,525",1
3006,telephone-and-data-systems-inc,Telephone & Data Systems Inc.,TDS),"$1,263,500",3
3007,televisaunivision-inc,TelevisaUnivision Inc., ,"$1,576,540",3
3008,telia-company-ab,Telia Company AB, ,"$731,603,972",2
3009,temple-university-health-system,Temple University Health System, ,"$1,216,821",2
3010,tempur-sealy-international,Tempur Sealy International,TPX),"$284,241",2
3011,ten-mile-coal,Ten-Mile Coal, ,"$498,801",41
3012,tenaska,Tenaska, ,"$6,542,563",2
3013,tenet-healthcare,Tenet Healthcare,THC),"$1,799,550,111",17
3014,tennant-co,Tennant Co.,TNC),"$14,038",2
3015,tenneco,Tenneco,TEN),"$13,704,280",8
3016,tennessee-orthopaedic-clinics,Tennessee Orthopaedic Clinics, ,"$1,300,000",1
